,team_idx,team
105192,8654,Arqueologos Atletico Clube
105261,8655,Pé Na Lata
105265,8656,Aterro Team
105368,8657,As Lendas
105383,8658,Lambão Unipessoal
105427,8659,Monte Redondo
105472,8660,Cool Running - Academia Artes Porto
105481,8661,Os Kekes
105513,8662,100 Crise
105602,8663,Sportolicostt
105628,8664,Não Federado
105635,8665,Um Dia Eu Chego
105640,8666,Well Domus
105648,8667,Light Zone
105667,8668,Born To Run
105678,8669,Garminhaglofs
105764,8670,Benaventense
105765,8671,Atletismo Olimpico Vianense
105771,8672,S. Desterro
105773,8673,A C D S.Joao
105781,8674,3 Santos Populares
105782,8675,Grecas Aveiro
105792,8676,Ass Moinho De Vermoim - Amve
105798,8677,Oli - Gimtonico
105855,8678,Clube De Campismo São João Da Madeira
105865,8679,Chill Out - Amigos Do Trail
105873,8680,Ccdt Cmgondomar
105889,8681,Team Propedal Esposende
105905,8682,Gd S Paio Oleiros
105936,8683,A R De Negrelos
105938,8684,Juv Atletica Mozelense
105947,8685,Cafe Ponto Final - Confeções Paulo Nogueira
105985,8686,Centro De Treino E Avaliação Desportiva
105986,8687,Ass De Surdos Do Porto
106001,8688,R. C. F. P. - Remo
106007,8689,As 11 No Farol
106011,8690,Matosinhosport - Triatlo
106014,8691,Avanca Team
106024,8692,Centro De Recreio Popular S Tiago
106039,8693,A D C C C J Clark
106041,8694,Stressout
106052,8695,Sismadinhos
106071,8696,Team Valspar
106079,8697,Nagim
106114,8698,Cosmos
106116,8699,Exceçãobtt
106125,8700,Elite On Jambo
106146,8701,A Academica Sao Mamede - Triatlo
106148,8702,Sinatras Cafe
106161,8703,Energia Ginasio
106162,8704,Ori - Estarreja
106169,8705,Solinca Viana
106171,8706,Hlm
106172,8707,Ccd Alvitejo
106176,8708,Vitalis Facebook
106207,8709,Escapas
106216,8710,Grapm
106221,8711,Clube Naval Infante D Henrique
106222,8712,Adc Canarios De Balselhas
106228,8713,Fullsport
106231,8714,Falta D Ar
106237,8715,Clínica De Nutrição
106241,8716,Clube Corrida Inout Parque Aguda
106251,8717,Papa-Leguas Famalicão
106263,8718,Castelbel
106325,8719,Exército
106332,8720,Cluve Coimbra
106340,8721,Dinamo Clube Estacao
106343,8722,I
106345,8723,Viabike - Rio Neiva Btt
106346,8724,Sg Wenden
106362,8725,Funtastic S
106399,8726,Tantos & Empen(H)Ados
106408,8727,Rcfc - Remo
106424,8728,C A Porto
106507,8729,Ser Sociais Montepio
106565,8730,Solar O Condado
106571,8731,Ctm Vila Pouca Aguiar
106576,8732,G D S P Oleiros
106585,8733,Btt Vale Do Vouga
106595,8734,Já Correste Hoje?
106608,8735,G D Leoes Da Agra
106620,8736,Gatos Pardos
106649,8737,A Surdos Porto
106656,8738,Nucleo Karate Atletismo Roriz
106679,8739,Asc  Bizezone
106687,8740,Ascum Moreiro
106714,8741,Sousas Hp Boavista
106764,8742,G A Independentes Gaia
106773,8743,Os Caipiras
106809,8744,Clinica Dentaria Gaia
106838,8745,G D Arcos
106842,8746,Arões
106876,8747,Super Talho Bem Servir
106893,8748,Run2enjoy
106915,8749,Como Tamos Paulinha
106953,8750,Blues Brothers Team
106958,8751,Running Class Holmes Place Arrabida
106959,8752,Carros Vassoura
106985,8753,Geraluarelhos
107002,8754,Nabiças
107044,8755,Os Teimosos De Paredes
107046,8756,Clube Btt Sanguedo - Unidos Pelo Pedal
107060,8757,Adclick
107087,8758,Turbo Lentos
107090,8759,Gdeprvs
107146,8760,Geoexplorer
107266,8761,Friederich Sanitaire
107349,8762,Villa Cesari Opinlux
107374,8763,Bairros Unidos Da Balsa
107392,8764,Veteranos Do Verco
107399,8765,Familia Ferreira
107401,8766,Ass Desenvolvimento Santa Marta
107414,8767,Mogadouro
107430,8768,Slb4ever
107477,8769,Trilhos De Cinfães
107485,8770,Goingbike
107495,8771,Team Neves
107496,8772,Casa Da Musica - Andantino
107506,8773,28 - Fight Against Cancer - Livestrong
107517,8774,Zembio
107606,8775,Peruanos Em Portugal
107617,8776,Os Pirilhampos
107636,8777,Eu + Ginasio
107639,8778,For My Wyfe
107643,8779,Eu+ Ginasio
107657,8780,Grupo Desportivo O Gafanha
107683,8781,K1maio
107692,8782,Os Mamutes
107694,8783,Cmporto
107734,8784,Os Alfegueis
107762,8785,Vidigalense
107765,8786,Team Pelongra
107771,8787,J-Run
107873,8788,Os Ilhavos
107882,8789,Turbo Lentes Maia
107902,8790,Tres Carapaus E Um Atum
107904,8791,Escola À Beira Douro - Medas
107934,8792,Sopsec Sa
107980,8793,Savate - Maia
107982,8794,Agrup Escolas Avanca
108008,8795,Port. Runners
108013,8796,M C Gaia
108017,8797,Urban Trail Team
108028,8798,Amrita Centro De Yoga
108037,8799,Vasconha Btt Vouzela
108098,8800,Welldomus Run
108102,8801,Hand Runners
108110,8802,Bilas
108138,8803,3 Estarolas
108143,8804,Amigos Dos Falta Muito?
108147,8805,R3
108170,8806,Casa Do Benfica No Porto
108219,8807,Run Me... I Am Famous
108272,8808,S.A. Val Miñor
108294,8809,Os Kagatacos
108373,8810,Shotokan Karate Lixa
108382,8811,Protese Dentaria
108437,8812,Caipiras
108444,8813,""" Os Papa Léguas """
108478,8814,Vitoria Regia
108508,8815,Ted
108621,8816,J Racers
108699,8817,Time Do Consul
108750,8818,Monarquicos
108770,8819,Maia Ac - Paulo Silva
108802,8820,Natura
108828,8821,Cacais De Matos Team
108853,8822,Familia Coutinho
108902,8823,Iuz Technologies
108938,8824,Missu Amplu
109042,8825,Myone
109044,8826,Fontex Family
109071,8827,Zangões Fc
109080,8828,Os Rodrigues
109174,8829,Zangôes-Btt
109179,8830,Porto Renegades
109203,8831,Familia Moreira
109209,8832,J Pinto Leitao
109258,8833,Ciganos Family
109260,8834,Perodondo
109340,8835,Fugitivos Da Crise
109367,8836,Gvn - Runners
109415,8837,Dancingstar
109426,8838,Mel Serra Do Montemuro
109436,8839,Núcleo Montanha Espinho
109493,8840,Mega Team
109501,8841,Fun (In&Out)
109504,8842,João Ferreira Pt
109532,8843,Que Nianos
109534,8844,Solinca Crew
109543,8845,Marques&Oliveira
109551,8846,Ginásio Kangoroo
109573,8847,Feio E Companhia
109646,8848,Pata Negra E Os Palitinhos Avec Serrano E Capicola
109674,8849,Fitsurf
109676,8850,Fitsurfeu+Ginásio
109703,8851,Cw Design
109726,8852,Jose Miguel Azevedo
109737,8853,Club Veteranos Do Parque Da Cidade
109745,8854,Os Vencedores
109785,8855,Super Runners
109803,8856,Arejar O Capacete
109844,8857,Ginásio Eu Mais
109884,8858,Be.Smart
109901,8859,Aae - Bnu
109949,8860,Sport Life
109960,8861,Nova Babilonia Café
110051,8862,Vcrunner
110055,8863,Amigos De Campo
110101,8864,Vilacampos Team
110187,8865,Villa Alarizi
110197,8866,Mini Mickey
110252,8867,Roca
110284,8868,Tilumi
110302,8869,In & Out
110363,8870,Eu + Treino
110383,8871,Miramar
110452,8872,Ribaleia
110456,8873,Super Lilo
110503,8874,O Bule
110519,8875,Geotrilhos Btt
110603,8876,Niniteam
110635,8877,The Cleans
110637,8878,Clube Campismo S J Madeira
110645,8879,G.D.J. Cruz & Irmãos
110659,8880,Casa Benfica Paredes
110667,8881,Gjvp
110677,8882,Bikila Empleados
110707,8883,G.R. Estrela Do Bonfim
110726,8884,Clube De Atletismo De Ova
110728,8885,Galitos-Oli-Gimtónico
110729,8886,Desp. Atletico De Recardães
110730,8887,Associação Desportiva E Cultural De Astromil
110732,8888,Corre Conosco Felgueiras
110746,8889,A.D.R.U.L.S.M.-Hospital Pedro Hispano
110749,8890,Acd S Joao Da Serra
110760,8891,Amigos Do Diplomata
110761,8892,Aurum
110776,8893,Futsal Gondomar
110801,8894,Fcparada
110812,8895,Upf
110814,8896,Korpus Academia Saude Estética
110818,8897,Gd Estrelas Do Bonfim
110822,8898,Arvor - Os Veteranos De Ovar
110843,8899,Casa Povo Soalhães
110867,8900,Leixões
110888,8901,Ccdapdl
110891,8902,Wasser-Bassin Records
110926,8903,Movimento De Juventude De Merelim
110974,8904,Run@Fun
111060,8905,Associação Bragactive  Minho Aventura
111072,8906,Rcfp
111089,8907,Grandes Atletas Do Norte
111109,8908,Keep Training
111119,8909,Bikemania-Famalicão
111127,8910,Fitnesshut Trindade
111150,8911,Canelas
111164,8912,Amigos Do Pedal- Famalicao
111173,8913,Excepçãobtt
111182,8914,Aon
111208,8915,Papa Figus
111221,8916,Adc. Astromil
111235,8917,Bracara Runers
111244,8918,Cave - Esposende
111285,8919,G. C. R. Alvarelhos
111310,8920,Rvm
111323,8921,4healthy Runners
111348,8922,Brunheiro Riders
111361,8923,Excepçaobtt
111368,8924,Os Lambões
111387,8925,Cergal Crew
111395,8926,Associação Btt-Tt Sandim
111451,8927,"""Os 5 A Hora"""
111454,8928,Phc - Maia
111523,8929,Irmãos Carvalho
111541,8930,Criobaby - Maia Atletico Clube
111564,8931,Trail Santa Justalongusbike
111566,8932,Adec - Macieira De Sarnes
111573,8933,Irbal
111606,8934,"Sport  Club Porto, Remo"
111653,8935,Ftm & Lbr
111665,8936,Arrastas
111666,8937,Villa Cesari - Opinlux
111684,8938,Silvestres :-)
111689,8939,Run Image :)
111697,8940,Já Chegamos?
111705,8941,Escola Ebs De Pinheiro
111707,8942,Avr Runners
111713,8943,Pedaladas Soltas
111727,8944,Fluvialistas
111734,8945,Capelos & Parteneres Lda.
111750,8946,Grupo Desportivo E Cultural Do Tenvc
111753,8947,Data Fax - Runners
111788,8948,H2ocean
111838,8949,Ultra Run
111854,8950,Indeviso
111861,8951,Cães Do Monte
111872,8952,Condinveste-Grupo B-In
111912,8953,Estúdio Goma
111921,8954,Javali
111929,8955,Ada Trail Running Team
111947,8956,Vavavoom
111949,8957,"Quim E Moreira Campeões, Lda"
111950,8958,Esvalongo
111982,8959,Já Merecemos Uma Cervejola
111984,8960,Casa Do Povo Soalhaes
112010,8961,Conduril
112014,8962,Asc  Bikezone
112023,8963,Nucleo Desportivo Atletismo Pombal
112050,8964,Silvester´S Runners
112065,8965,Só Treta
112070,8966,Destravados
112084,8967,Adc Astromil
112100,8968,Gmdt
112111,8969,Alde´A
112154,8970,Os Turbulentos  Braga
112186,8971,Balantuna Trail
112234,8972,Be Fitness
112245,8973,Bike Teknic Track  -  Nvending
112246,8974,Gisnasio Activa
112280,8975,González Team
112288,8976,Justibivere Ultra-Extreme Sports Team
112297,8977,Ncsaparecida
112298,8978,Clube Atletismo Oliveira Douro
112340,8979,Team Cães Do Monte
112356,8980,Só Acaba Aos 92
112362,8981,Venham+42km
112374,8982,Moove Running Team
112395,8983,Melrestrailrunning
112403,8984,Crossdouro
112410,8985,Handrunner
112452,8986,Lousada Runers
112459,8987,Perna De Pau Running Team
112470,8988,Bem Servir  Sermogel
112473,8989,St. Janes Family
112491,8990,Gspbpmjapa
112492,8991,Eles&Elas
112493,8992,Gspbpmjapamm
112502,8993,Wcp
112507,8994,Vital_2
112510,8995,Run&Byke
112528,8996,Covema  Trail Run
112539,8997,Amigos Pedal Famalicao
112573,8998,Irredutiveis
112606,8999,Melrestrail Running
112639,9000,Ideal Korpus Club Running
112647,9001,Meiassolas
112652,9002,4 Piratas
112662,9003,Meandyou
112676,9004,Vai Indo Que Eu Já Te Apanho...
112678,9005,Sei Lá
112706,9006,Fluvial Vilacondense
112712,9007,C A Amigos De Grijo
112721,9008,Moto Marretas
112724,9009,"José Faria Alves & Filhos, Lda"
112752,9010,Xicorunners
112764,9011,Fitness Hut Elite
112783,9012,Casal Paulo  Sandra
112786,9013,Pedalsempremovenoticiascortec
112800,9014,Helena + 6
112825,9015,Família Alecrim
112832,9016,Correr Ate Cair
112849,9017,Bifanas Team
112872,9018,Creative Tools Pt
112954,9019,Pressao
112964,9020,Outrunners
112990,9021,Arouca Runners
113003,9022,Os Moliços
113018,9023,Sempre Em Linha
113034,9024,Os Pantomineiros
113049,9025,Os Californianos
113059,9026,Viciados Do Pedal
113077,9027,Fontarigo
113096,9028,Ala Arriba2
113167,9029,Amigos Atlétismo Azeméis
113168,9030,A Troika
113174,9031,Urban Atletas
113194,9032,Ajp Team
113214,9033,Bruxas
113244,9034,Medipleno Runners
113246,9035,Fitness Hut -Trindade
113254,9036,Vai Tu À Frente Que Eu Não Posso Mais!!!
113279,9037,Mfourty
113286,9038,Princesas De Viana
113313,9039,The Dalton Brothers
113322,9040,Seita Do Pe Descalco
113348,9041,Cf. Jesuítas
113350,9042,Ccd Renault Cacia-Holmesplace
113392,9043,Bu & Jo
113409,9044,Casa Dos Edras
113425,9045,On The Run
113441,9046,Pipoinas
113476,9047,Jafoste
113480,9048,"""Ala Arriba"""
113482,9049,Bosch Termotrecnologia Sa
113491,9050,Cantinho Da Mamã
113505,9051,After Eight.. The Box!!
113514,9052,Figueiredos
113520,9053,Sabores Qb
113545,9054,Grupo De Atletas Amadores De Arouca
113559,9055,Idec
113601,9056,Dupla Maravilha
113609,9057,Euetu
113624,9058,Crp
113690,9059,Urbanoides
113692,9060,Medense
113729,9061,Playground Runners
113734,9062,Codeço
113758,9063,Até Ao Km Zero
113771,9064,Run Me...Im Famous
113794,9065,Os Balas
113882,9066,Asadeltas
113901,9067,Restaurante Mateus - Vila Real
113905,9068,Rs09
113908,9069,Caês Da Avenida
113963,9070,Bonovox Run
114032,9071,Equipa Zenemotion
114041,9072,Osprives
114045,9073,Mota-Engil Engenharia
114058,9074,Nucleo De Montanha De Espinho
114094,9075,Espantoxo Team
114138,9076,Portofunrun
114139,9077,Tartarugas Do Alfasto
114171,9078,The Green Team
114201,9079,Excepção Btt
114228,9080,Kenianos Do Montijo
114242,9081,Coll Running
114243,9082,Equipa Que Ganha Não Se Mexe
114251,9083,Global News
114254,9084,Bmw Hendo
114257,9085,Famidoce Team
114259,9086,Epf
114269,9087,Os Lamboes
114299,9088,Os Tartarugas
114312,9089,Virgin Active Health Clubs
114370,9090,Geg Runners
114374,9091,Pernaspraquetequero
114382,9092,Bem Servir Ii
114406,9093,Os Fantasminhas
114409,9094,Aaaa
114417,9095,Sr Cepanense
114434,9096,Nepau
114456,9097,Prestìgio
114477,9098,Caminhantes S Pedro
114503,9099,Mulhacen3481
114574,9100,Nice Runing Team
114591,9101,Minhocas Atómicas
114645,9102,Grupo De Atletas ( Muito ) Amadores De Ermesinde
114648,9103,Acmaia
114662,9104,Equipa Millenio
114669,9105,Dos Aliados Aos Aliados
114709,9106,Dragonfour
114714,9107,Lovely Runners
114722,9108,Crossfit Desafios
114728,9109,Cosmenatura
114740,9110,Ab Runner
114741,9111,Cinco Mais Um
114787,9112,Duo Dinâmico
114790,9113,Os Piriquitos
114797,9114,V Private
114812,9115,Ibericos
114813,9116,Zangões F. C.
114821,9117,Os Bosões
114846,9118,Manosmania
114856,9119,"Marques & Oliveira, Lda."
114884,9120,Os Tripés
114914,9121,Egrunners
114922,9122,Carapaus On Tour
114944,9123,Meeting Point Btt
114975,9124,Gondomar Futsal Club
114986,9125,Cô De Rosa Runners
115014,9126,Jr
115040,9127,Aqui Vamos Nós!
115050,9128,Pré-Esforço
115060,9129,Levados Ao Colinho
115099,9130,Gerreiros
115123,9131,Race Fit
115125,9132,Wc-Gato
115136,9133,Restaurante Mateus  - Vila Real
115184,9134,Os Subaquáticos
115188,9135,Maratonistas
115208,9136,Comandita Team
115225,9137,Paredes
115229,9138,Afrun
115294,9139,Foguete E Companhia
115317,9140,Raimundos
115374,9141,Farmacia Nova De Valpaços
115407,9142,Hf Running Team
115411,9143,Aa
115467,9144,Team Sbk Motos
115482,9145,Vaimaislonge
115516,9146,Novorumo
115568,9147,Hp
115596,9148,Ricardo
115657,9149,Ferreira 92
115720,9150,Lebres Do Deserto
115726,9151,Porto Tónico
115730,9152,First.Runners
115735,9153,Run Me Im Famous
115796,9154,Michael
115809,9155,Segundo
115822,9156,Slow Runners
115823,9157,Casa Da Música
115833,9158,Perna De Pau
115835,9159,Moveis Ferreira`S
115836,9160,The S&M Team!
115848,9161,Flechas Do Asfalto
115876,9162,Gynrecarei
115892,9163,Kikas Team
115913,9164,Tridentes
115959,9165,Noesis
115970,9166,Cool Runners
115987,9167,Zapto Running Crew
116019,9168,Macif Seguros
116032,9169,Imo Runners
116038,9170,Melres Trail Ordem Para Arriar
116047,9171,Sempre A Andar
116098,9172,Excpçãobtt
116111,9173,Manas
116114,9174,Caracóis
116140,9175,Toastmasters
116144,9176,Padaria E Pastelaria De Arada
116159,9177,Super Atletas
116163,9178,Ramalhos
116184,9179,Clube Amigos Parque Da Paz
116189,9180,Restaurante Mateus Vila Real
116194,9181,Quinhas
116332,9182,Villaurbana Runners
116429,9183,Bgç Vida Selvagem
116471,9184,1+1
116478,9185,Chance
116490,9186,Os Silvestrinhos
116537,9187,"Run Logic, Run"
116555,9188,Jc
116591,9189,Tarecos De Gaia
116606,9190,Os Papa Corridas
116656,9191,Família Tondela
116659,9192,A Tribo
116708,9193,Souto
116711,9194,Team Alesil Alumínios
116724,9195,Sagitarios
116801,9196,H & M
116874,9197,Orlando Machine Team
116899,9198,Btt Ervedosa
116912,9199,Proactive Bike Team
116972,9200,Iturtle
116974,9201,Abelheira Runners
116984,9202,Miúdas Na Estrada
117000,9203,Só Desce Team
117032,9204,Caminheiras
117046,9205,Destroikados
117092,9206,Adérito Luís Raínho Unipessoal Lda
117127,9207,Sindicato
117135,9208,Melrestrail Running - Ordem Para Arriar
117140,9209,Mirra
117163,9210,Primeira De Muitas
117190,9211,A&R
117195,9212,Transparentes
117247,9213,Vets
117323,9214,Danielili
117326,9215,Jc&Niki
117340,9216,Brutos Brasil
117347,9217,Os Patos
117470,9218,Poderosas
117472,9219,1a2f
117513,9220,Aa Team
117539,9221,Pura Fragrância
117561,9222,B.S.B Porto
117578,9223,Golden Glory
117593,9224,Os Do Costume E Cia
117602,9225,Carvalho Brothes Team
117612,9226,Jn
117654,9227,Mota Leite Amaral
117680,9228,Villaurbana Runners 01
117681,9229,Me And You
117741,9230,L&M
117765,9231,Madureiras
117769,9232,Consegue
117776,9233,Sgc
117778,9234,Sudu
117800,9235,Rabbits
117826,9236,Broaden
117887,9237,Os Bragas
117896,9238,Lovers
117911,9239,Cabeças Duras
117934,9240,Ttid
117945,9241,Shoes Gang
117996,9242,Juntos
118014,9243,A.D.R.U.L.S.M.- Hospital Pedro Hispano
118020,9244,Ko Health Club  Geotrilhos
118022,9245,Os Melhores De Nossa Casa
118056,9246,Trilhados Dos Pes
118076,9247,Cats
118154,9248,Afacycles Sport
118169,9249,Mendes.S.A
118172,9250,Fh
118218,9251,Convivio
118220,9252,Familia_Silva
118272,9253,Fast & Slow
118296,9254,Enfermeiros E Tdt Em Fuga
118313,9255,Athletica
118322,9256,Diogo E Mónica
118339,9257,Two_Run
118383,9258,Sempre A Andar!
118477,9259,Maia Ac-Gosaude
118479,9260,Montakit
118484,9261,Clube Campismo S. João Da Madeira
118486,9262,C.S.S. Sao Joao Da Madeira
118491,9263,Acd S João Serra
118492,9264,Sporting Clube Braga
118505,9265,Club Atletismo Negreira
118509,9266,Bazar Desportivo-Asics
118513,9267,Sporting Club Portugal
118534,9268,A D Avoes
118545,9269,Multipower - Gaia Trail
118550,9270,Grupo Desportivo Da Portela
118554,9271,Desportivo Atletico De Recardães
118562,9272,C R Retorta
118563,9273,Cpmangualde
118564,9274,Nucleo Atletismo Cucujaes
118577,9275,Academia F. Ribeiro
118578,9276,Clube Alentejanos De Faro
118595,9277,Os Gaienses Toyota
118597,9278,Athletics-Aventure
118601,9279,Vital Team
118606,9280,Irmandade Bike Team
118610,9281,Greenwicha Tritons
118619,9282,Btt Boticas
118625,9283,Cdt
118626,9284,Adccjclark - Castelo De Paiva
118627,9285,Arcvsc
118634,9286,Futebol Clube De Arouca
118639,9287,Sra Do Desterro
118642,9288,Cada Um Por Si
118649,9289,Xmile Cycle Team
118660,9290,Liberty Seguros -Lousada Runners
118665,9291,Remo Fluvial Portuense
118672,9292,Fxginasio
118675,9293,Filhos José Socrates
118677,9294,Cac - Clube De Atletismo De Cunha
118682,9295,Boavista Sc
118697,9296,Casa Do Benfica De Paredes
118699,9297,Acm
118709,9298,Afacycles
118719,9299,Caldas De S. Jorge
118725,9300,Sport Comercio E Salgueiros
118730,9301,Grupo Desportivo E Cultural Guilhovai
118742,9302,Cgi_Runners
118770,9303,Arpo - Santa Apolónia
118772,9304,Xanaxclub
118774,9305,Capv-Club Atletismo Da Póvoa De Varzim
118793,9306,Alto Octanaje
118795,9307,Wpt - Wave Performance Training
118841,9308,Fast Runners
118843,9309,C A Puentecillas
118850,9310,Fitness Hut - Trindade
118852,9311,Arouca Run
118862,9312,A. A. S. Mamede
118869,9313,Can-Clube De Atletismo Da Nazaré
118878,9314,Team Ahumats
118888,9315,Lc Team
118894,9316,Maia A. C.-Criobaby
118897,9317,X5 Apostas
118913,9318,S.P. Min-Saude Epe
118922,9319,Braga Runners
118943,9320,Gaia-Running
118959,9321,Amics De L'Atletisme
118964,9322,Runners Lousada
118971,9323,Runner Lampaça
118986,9324,C T Smas - Porto
118995,9325,Pai & Filho
118996,9326,Purefit
119031,9327,Running Christmas
119035,9328,Orakclass-Amigos Do Trail
119054,9329,Cde Ginetes
119055,9330,2ontrail
119104,9331,Acrd Escapães
119119,9332,Lavra Team
119126,9333,Itau.Sa
119131,9334,Aguda Runners
119133,9335,Cabinda Power
119148,9336,Leões De Moledo
119154,9337,Cac Clube Atletismo Cunha
119167,9338,Vitorbikes.Com
119181,9339,Spem-Em'força
119212,9340,Longusbike Team
119247,9341,Vindo Da Madeira
119256,9342,Joaomarinho
119260,9343,Athletics Smooy Team
119261,9344,Vouguinha
119281,9345,Burn Stress
119327,9346,Capv Clube De Atletismo Da Póvoa De Varzim
119330,9347,Unidos À
119338,9348,Correr Constyle
119353,9349,Kunalama | Rota Do Romântico Em Btt
119388,9350,Spem-Emforça
119421,9351,Barcelos Saudável
119433,9352,Vesparunners
119435,9353,Run Me... I´M Famous
119459,9354,"Fernanda Cardones, Brasil"
119497,9355,Lucky Team
119503,9356,"""Pi Sem Pè"""
119549,9357,Ernesto São Simão Lda
119552,9358,Uskê?-Nianos
119563,9359,Ccdtstcp
119566,9360,Alde'a
119574,9361,Positive Training Sensations
119602,9362,---
119603,9363,Oralklass-Amigosdotrail
119620,9364,Papa Km
119627,9365,Lapa Boys
119632,9366,Btt Sai Da Frente
119637,9367,Valdemiro Barbosa
119640,9368,Pernil Comprido
119654,9369,Wpt Team
119656,9370,Capv - Clube De Atletismo Da Póvoa De Varzim
119657,9371,Braguinhas Atletismo
119669,9372,Abutres Do Douro
119687,9373,A&R Running Team
119707,9374,Armazém - Tiago Cadete - Living
119717,9375,Ze E Pinto
119721,9376,Idividual
119723,9377,Os Netas
119733,9378,Escola De Squash Do Porto
119760,9379,Dor De Burro
119761,9380,Envolvgest Consulting Group
119762,9381,Btt-Matosinhos
119785,9382,Acdar
119815,9383,Savate
119825,9384,"Citroen-Rangel & Oliveira, Lda"
119871,9385,Bombeiros Sapadores De Gaia
119872,9386,Atletismo Boavista F. C.
119880,9387,Villa Cesari - Acd
119882,9388,Powerade Coca-Cola
119911,9389,Equipa Miguel Campos
119916,9390,Sanp
119922,9391,Zupper Clube
119939,9392,"Trailista ""Eu É Que Sei"""
119943,9393,Spot Runners
119944,9394,I3sruns
119964,9395,Super Fogaças Com Malapos
119972,9396,Maia Ac- Go Saúde
120005,9397,A Team
120020,9398,Clube Pinheirense
120033,9399,Pd
120051,9400,Pintos Team
120053,9401,Nuno Sobral
120054,9402,Desafios
120102,9403,Salta Pela Janela Que O Marido Chegou
120109,9404,Labruge Runners
120114,9405,Crossfit Durius
120122,9406,Maiores Da Aldeia
120140,9407,Usf Runners - Usf Infante D. Henrique - Viseu
120141,9408,Ambiflora
120150,9409,Lótús&Lírios
120162,9410,Lebres Da Aguda
120178,9411,Ze Nando Runners
120186,9412,Team Runners
120187,9413,Rasgafolheta
120217,9414,Tony & Mary Christmas
120251,9415,Hb Fuller
120266,9416,Lojatrailrun.Net
120273,9417,Luisbruno
120291,9418,Os 'Flecha'
120331,9419,X Runners
120337,9420,Capv Clube Atletismo Da Póvoa De Varzim
120351,9421,St Team
120384,9422,A.R.C. Águias De Alvelos
120399,9423,Pena Team
120451,9424,Os Puxa Pra Tras
120473,9425,"""Vamos Três"""
120479,9426,Runner's High
120482,9427,Só 10km?
120483,9428,Quebra Ossos
120486,9429,Asc- Focus Team
120490,9430,Jovinenses
120540,9431,Night Runners | Porto
120552,9432,Papa Km´S
120560,9433,Calçoes&Tshirt
120585,9434,Weprint
120603,9435,Mercenários *3eac*
120605,9436,100pernas
120616,9437,Rencad
120653,9438,2 Duques
120665,9439,Asmaticos Juliana Teixeira
120685,9440,Xmas Runners
120687,9441,Os Tarolas
120727,9442,Paivapladur
120738,9443,A.P.P.C.
120751,9444,Septulos Silvestres
120754,9445,Rolls-Runners
120758,9446,Run For Your Life
120784,9447,Clube M - Fitness
120821,9448,Bravos
120833,9449,100 Nome
120837,9450,Fluvial De Vila Do Conde
120856,9451,Oftalrunner
120863,9452,Frosks
120880,9453,Os Castros
120881,9454,Escalafiscal
120884,9455,A.D Esmeriz Running
120898,9456,Majadahonda
120939,9457,Royal Club Running
120952,9458,Zangões F.C.
120962,9459,Gateira Run
120982,9460,Os Puxa Pra Trás!
120999,9461,Btt De Matosinhos
121001,9462,Os Amigos S.Pedro Da Cova
121060,9463,Felgueiras Team
121076,9464,Hapyyrun
121099,9465,Optica Medica Do Candal
121102,9466,Trio Dinâmico
121140,9467,No Pain No Gain-Abekulas
121179,9468,Positivos
121181,9469,Sport Clube Do Porto
121207,9470,Nortebike Trail Team
121208,9471,Redcom - Ccc Maduragem
121228,9472,Castro Peneda Castro
121241,9473,Academia Do Enfarte
121266,9474,Terceira
121286,9475,Celorico Team - Liberty Seguros
121291,9476,Teambigodes
121304,9477,S&M Team!
121309,9478,Desporo No Limite
121336,9479,Bem Servir - Sermogel
121347,9480,Moura
121351,9481,Bmw - Hendo
121365,9482,Puro Argumento Gourmet
121368,9483,Pedro Carneiro Team
121396,9484,Nos Acreditamos
121429,9485,Valpi Runners
121441,9486,Clube Douro E Paiva
121445,9487,Oftalrunners
121460,9488,Guerreiros
121479,9489,Os Catitas
121481,9490,Wave Performance Training
121505,9491,Caracóis Na Noite
121508,9492,Sllub
121559,9493,Patricia E Nuno
121569,9494,Pipo
121590,9495,Baltar - O Centro Do Mundo
121594,9496,100 Juizo Trail Team
121631,9497,Abienttes Bike Team
121643,9498,Cfv
121644,9499,Blog Do Corredor
121664,9500,Gonk
121666,9501,Melres Trail Running - Ordem Para Arriar
121668,9502,Cartolinhas
121689,9503,Os Positivos
121702,9504,Clube Btt Penafiel
121719,9505,Bifana's Team
121731,9506,Intercaimabike-Polisport-Loja Da Visão
121740,9507,The Saint Oaks
121773,9508,Home Gym
121781,9509,Family & Friends
121800,9510,Bac Runners
121818,9511,Duo Deluxe
121819,9512,Vintage Port 1983
121820,9513,Álvaro Moreira - Escritório
121829,9514,Bolt´S
121833,9515,Assault Asphalt Team
121899,9516,X5 Health
121909,9517,Cyclomania
121916,9518,The 4 Runners
121931,9519,Mitras Team
121934,9520,Clube Pt Zona Norte-Associados
121951,9521,Marmeeting
121997,9522,Policlínica Da Lixa
122033,9523,Daratem
122054,9524,Sf2002
122064,9525,"""Os Turbomula D.O.C."""
122069,9526,Amigos Do Pedal - Famalicão
122125,9527,Rpb Team
122167,9528,São Pedro
122168,9529,Doyourun
122171,9530,Budeguitas
122194,9531,Casa Pessoal Rtp-Porto
122197,9532,S4l Runners
122224,9533,Melosas
122271,9534,Suneffects
122285,9535,30808
122301,9536,Happy Hour Team
122309,9537,Btt - Kunalama-Adportela
122387,9538,Sei Lá Eu!!!
122400,9539,Lcm
